UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	18
8	30
0	0
0	0
0	0
0	0
0	10
18	11
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	1
0	1
0	1
0	1
0	0
0	0
0	11
0	13
0	0
0	0
1	5
0	260
1	26
0	0
0	0
2	648
0	517
19	746
1	258
0	519
35	308
2	387
0	197
6	22
0	0
6	599
1240	981
0	600
0	375
1	283
2	820
0	475
70	262
0	655
133	3081
5	2934
0	84
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	7
6	87
0	0
1	2109
18	2622
35	601
25	1887
5	279
0	312
3	2429
4	759
0	1
295	1319
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	72
0	3
0	0
0	0
10	42
40	38
0	2
0	17
0	50
0	75
15	925
3	43
0	25
0	331
0	820
10	122
0	398
12	24
0	126
1	18
1	62
0	169
32	28
1	183
0	0
0	87
0	0
0	122
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	5403
0	0
0	0
0	0
0	0
1	0
199	1347
0	139
0	24
0	952
0	325
10	89
30	1321
2	1311
0	5
115	92
0	821
0	0
0	0
0	0
2	2
0	0
0	0
0	0
0	0
0	64
0	0
0	1
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	40
0	62
0	0
0	0
0	0
0	466
2	2698
0	0
0	0
0	0
0	509
0	0
0	0
0	0
0	122
0	0
0	1
0	0
0	0
998	114
1	102
3	98
0	18
0	23
0	89
25	7
2	8
3	6
0	5
0	5
0	10962
1	1
0	0
223	189
1	189
1	31
4	31
0	53
2083	175
0	295
0	63
0	2
0	2
0	119
0	0
0	122
0	122
6	1782
0	1797
0	1844
14	50
0	1447
1	1598
0	1771
0	70
2	233
0	1533
48	228
56	291
2	151
1	0
4	95
0	145
0	135
0	119
0	125
0	161
0	125
0	132
0	81
0	107
0	149
0	101
0	113
0	133
0	35
0	120
0	100
0	120
0	139
0	55
0	133
0	133
0	102
2	1
0	273
0	2
0	6
1	1
0	271
0	1
11	54
0	45
0	9
0	0
0	0
1	0
0	0
0	0
0	0
0	0
5	35
0	0
7	1856
0	1042
5	1392
0	743
25	1250
1	590
9	416
0	7
0	19
87	513
10	29
0	29
0	90
0	28
0	100
6	98
0	31
0	91
0	27
0	24
0	455
0	28
60	10
0	48
3	27
0	46
0	32
0	23
0	22
0	154
8	21
5	31
1	26
1	81
1	0
1267	2186
0	287
1	318
3	188
0	75
0	1330
2	64
0	196
0	0
2	0
0	0
0	0
