UniqueCount	AmbigCount
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	15
2	53
0	0
0	0
0	0
0	0
1	5
3	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	8
0	0
0	0
0	1
2	256
1	22
0	0
0	0
0	450
0	195
10	316
1	96
0	221
32	181
1	157
0	66
5	14
0	0
0	368
636	567
0	371
0	228
0	205
5	444
0	292
38	152
0	378
61	1749
3	1671
0	18
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
1	82
0	0
0	1024
12	1323
18	282
19	935
9	176
0	131
2	1242
0	383
0	0
177	855
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	54
0	3
0	0
0	0
24	71
40	31
0	1
0	19
2	38
0	61
1	849
3	40
0	17
0	334
0	748
12	141
0	352
21	20
0	91
3	15
0	43
1	106
33	21
0	137
0	0
0	54
0	0
0	61
0	1
0	1
0	1
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	3
0	2820
0	0
0	0
0	0
0	0
2	0
158	955
0	100
0	22
0	674
0	219
3	70
11	917
2	918
0	1
41	78
0	205
0	0
0	0
0	0
2	4
0	0
0	0
0	0
0	0
0	27
0	0
0	0
0	49
0	0
0	1
0	1
0	2
0	1
0	0
0	0
0	0
0	1
0	1
0	0
0	0
7	28
0	53
0	0
0	0
0	0
0	164
0	1982
0	0
0	0
0	0
0	233
0	0
0	0
0	0
0	81
0	0
0	0
0	0
1	0
546	72
6	26
1	26
0	6
0	4
0	20
20	1
0	2
2	2
0	3
0	1
0	4016
2	0
0	0
31	31
0	31
0	7
0	4
0	5
1439	105
0	186
0	45
0	0
0	0
0	80
0	0
0	80
0	80
14	1223
0	1222
0	1256
9	25
0	964
2	1082
0	1219
0	58
0	138
0	1043
18	163
30	197
0	58
0	0
2	46
0	79
0	71
0	75
0	144
0	156
0	57
1	90
0	40
0	67
0	148
0	69
0	130
0	98
0	13
0	69
0	47
0	69
0	134
0	35
0	152
0	94
0	53
13	11
0	246
0	13
4	19
3	11
0	233
0	2
6	42
0	36
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	42
0	0
4	719
0	415
0	552
0	297
46	468
3	257
5	152
0	9
0	10
54	308
3	26
0	21
0	70
0	19
1	74
3	74
0	22
0	71
0	21
0	19
0	265
0	27
55	8
0	31
0	14
0	26
0	19
0	13
0	19
0	90
2	8
2	24
1	12
0	36
0	0
784	1357
0	180
0	198
13	143
2	32
1	811
0	56
0	149
0	0
5	0
0	0
0	0
3	425
0	0
4	8
1	12
